order,segment,user_id,target_item,corrected_target_rank,corrected_hit_at_1,corrected_hit_at_3,corrected_hit_at_5,corrected_hit_at_10,corrected_ndcg_at_10,corrected_ranking_success,memory_only_target_rank,memory_only_hit_at_1,memory_only_hit_at_3,memory_only_hit_at_5,memory_only_hit_at_10,memory_only_ndcg_at_10,memory_only_ranking_success,read_target_rank,read_hit_at_1,read_hit_at_3,read_hit_at_5,read_hit_at_10,read_ndcg_at_10,read_ranking_success,full_target_rank,full_hit_at_1,full_hit_at_3,full_hit_at_5,full_hit_at_10,full_ndcg_at_10,full_ranking_success,memory_only_minus_corrected_ndcg_at_10,read_minus_memory_only_ndcg_at_10,full_minus_read_ndcg_at_10
133,2,5400,119156,0,1,1,1,1,1.0,True,4,0,0,1,1,0.38685280723454163,True,2,0,1,1,1,0.5,True,5,0,0,0,1,0.3562071871080222,True,-0.6131471927654584,0.11314719276545837,-0.14379281289197782
134,2,4483,136233,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,1,0,1,1,1,0.6309297535714575,True,1,0,1,1,1,0.6309297535714575,True,0.0,-0.36907024642854247,0.0
135,2,2018,55189,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,1,0,1,1,1,0.6309297535714575,True,0.0,0.0,-0.36907024642854247
136,2,4273,67676,10,0,0,0,0,0.0,False,10,0,0,0,0,0.0,False,10,0,0,0,0,0.0,False,10,0,0,0,0,0.0,False,0.0,0.0,0.0
137,2,272,174492,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0.0,0.0,0.0
138,2,1376,53450,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0.0,0.0,0.0
139,2,223,156230,6,0,0,0,1,0.3333333333333333,True,6,0,0,0,1,0.3333333333333333,True,6,0,0,0,1,0.3333333333333333,True,6,0,0,0,1,0.3333333333333333,True,0.0,0.0,0.0
140,2,5147,184502,1,0,1,1,1,0.6309297535714575,True,1,0,1,1,1,0.6309297535714575,True,2,0,1,1,1,0.5,True,1,0,1,1,1,0.6309297535714575,True,0.0,-0.13092975357145753,0.13092975357145753
141,2,2330,186219,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0.0,0.0,0.0
142,2,7234,55982,6,0,0,0,1,0.3333333333333333,True,8,0,0,0,1,0.3010299956639812,True,8,0,0,0,1,0.3010299956639812,True,8,0,0,0,1,0.3010299956639812,True,-0.03230333766935212,0.0,0.0
143,2,4153,87401,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0.0,0.0,0.0
144,2,925,140513,1,0,1,1,1,0.6309297535714575,True,1,0,1,1,1,0.6309297535714575,True,1,0,1,1,1,0.6309297535714575,True,3,0,0,1,1,0.43067655807339306,True,0.0,0.0,-0.20025319549806447
145,2,1600,11165,1,0,1,1,1,0.6309297535714575,True,0,1,1,1,1,1.0,True,3,0,0,1,1,0.43067655807339306,True,2,0,1,1,1,0.5,True,0.36907024642854247,-0.5693234419266069,0.06932344192660694
146,2,5259,109784,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,1,0,1,1,1,0.6309297535714575,True,0.0,0.0,-0.36907024642854247
147,2,1929,30142,2,0,1,1,1,0.5,True,5,0,0,0,1,0.3562071871080222,True,1,0,1,1,1,0.6309297535714575,True,4,0,0,1,1,0.38685280723454163,True,-0.14379281289197782,0.27472256646343535,-0.2440769463369159
148,2,6731,183108,0,1,1,1,1,1.0,True,1,0,1,1,1,0.6309297535714575,True,2,0,1,1,1,0.5,True,2,0,1,1,1,0.5,True,-0.36907024642854247,-0.13092975357145753,0.0
149,2,627,14997,0,1,1,1,1,1.0,True,3,0,0,1,1,0.43067655807339306,True,3,0,0,1,1,0.43067655807339306,True,4,0,0,1,1,0.38685280723454163,True,-0.5693234419266069,0.0,-0.04382375083885143
150,2,893,42653,1,0,1,1,1,0.6309297535714575,True,2,0,1,1,1,0.5,True,1,0,1,1,1,0.6309297535714575,True,1,0,1,1,1,0.6309297535714575,True,-0.13092975357145753,0.13092975357145753,0.0
151,2,640,13646,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0.0,0.0,0.0
152,2,5953,14198,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0.0,0.0,0.0
153,2,1240,115409,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0.0,0.0,0.0
154,2,3423,181412,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0.0,0.0,0.0
155,2,6812,82203,2,0,1,1,1,0.5,True,2,0,1,1,1,0.5,True,2,0,1,1,1,0.5,True,2,0,1,1,1,0.5,True,0.0,0.0,0.0
156,2,5190,64124,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0.0,0.0,0.0
157,2,1506,71611,0,1,1,1,1,1.0,True,4,0,0,1,1,0.38685280723454163,True,4,0,0,1,1,0.38685280723454163,True,0,1,1,1,1,1.0,True,-0.6131471927654584,0.0,0.6131471927654584
158,2,814,31791,7,0,0,0,1,0.31546487678572877,True,5,0,0,0,1,0.3562071871080222,True,8,0,0,0,1,0.3010299956639812,True,4,0,0,1,1,0.38685280723454163,True,0.04074231032229342,-0.055177191444040985,0.08582281157056043
159,2,5717,58251,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0.0,0.0,0.0
160,2,5980,143112,2,0,1,1,1,0.5,True,2,0,1,1,1,0.5,True,2,0,1,1,1,0.5,True,1,0,1,1,1,0.6309297535714575,True,0.0,0.0,0.13092975357145753
161,2,5679,176679,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0.0,0.0,0.0
162,2,6475,26504,1,0,1,1,1,0.6309297535714575,True,2,0,1,1,1,0.5,True,2,0,1,1,1,0.5,True,2,0,1,1,1,0.5,True,-0.13092975357145753,0.0,0.0
163,2,6084,76131,1,0,1,1,1,0.6309297535714575,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0.36907024642854247,0.0,0.0
164,2,3878,2209,0,1,1,1,1,1.0,True,1,0,1,1,1,0.6309297535714575,True,1,0,1,1,1,0.6309297535714575,True,0,1,1,1,1,1.0,True,-0.36907024642854247,0.0,0.36907024642854247
165,2,7333,25152,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0.0,0.0,0.0
166,2,7273,98599,10,0,0,0,0,0.0,False,10,0,0,0,0,0.0,False,0,1,1,1,1,1.0,True,10,0,0,0,0,0.0,False,0.0,1.0,-1.0
167,2,3395,64786,4,0,0,1,1,0.38685280723454163,True,4,0,0,1,1,0.38685280723454163,True,4,0,0,1,1,0.38685280723454163,True,4,0,0,1,1,0.38685280723454163,True,0.0,0.0,0.0
168,2,5588,178582,10,0,0,0,0,0.0,False,10,0,0,0,0,0.0,False,10,0,0,0,0,0.0,False,10,0,0,0,0,0.0,False,0.0,0.0,0.0
169,2,7145,116273,1,0,1,1,1,0.6309297535714575,True,2,0,1,1,1,0.5,True,0,1,1,1,1,1.0,True,1,0,1,1,1,0.6309297535714575,True,-0.13092975357145753,0.5,-0.36907024642854247
170,2,2455,127049,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0.0,0.0,0.0
171,2,3339,78793,1,0,1,1,1,0.6309297535714575,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0.36907024642854247,0.0,0.0
172,2,6577,181430,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0.0,0.0,0.0
173,2,3506,47012,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0.0,0.0,0.0
174,2,3297,116813,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,1,0,1,1,1,0.6309297535714575,True,0.0,0.0,-0.36907024642854247
175,2,1500,54692,7,0,0,0,1,0.31546487678572877,True,6,0,0,0,1,0.3333333333333333,True,6,0,0,0,1,0.3333333333333333,True,6,0,0,0,1,0.3333333333333333,True,0.01786845654760455,0.0,0.0
176,2,6100,14782,1,0,1,1,1,0.6309297535714575,True,4,0,0,1,1,0.38685280723454163,True,4,0,0,1,1,0.38685280723454163,True,1,0,1,1,1,0.6309297535714575,True,-0.2440769463369159,0.0,0.2440769463369159
177,2,4540,123037,1,0,1,1,1,0.6309297535714575,True,1,0,1,1,1,0.6309297535714575,True,1,0,1,1,1,0.6309297535714575,True,0,1,1,1,1,1.0,True,0.0,0.0,0.36907024642854247
178,2,293,117852,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0.0,0.0,0.0
179,2,708,14382,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0.0,0.0,0.0
180,2,2821,1902,1,0,1,1,1,0.6309297535714575,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0.36907024642854247,0.0,0.0
181,2,5084,13077,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0.0,0.0,0.0
182,2,5514,97953,5,0,0,0,1,0.3562071871080222,True,1,0,1,1,1,0.6309297535714575,True,1,0,1,1,1,0.6309297535714575,True,5,0,0,0,1,0.3562071871080222,True,0.27472256646343535,0.0,-0.27472256646343535
183,2,7162,23476,4,0,0,1,1,0.38685280723454163,True,4,0,0,1,1,0.38685280723454163,True,4,0,0,1,1,0.38685280723454163,True,4,0,0,1,1,0.38685280723454163,True,0.0,0.0,0.0
184,2,5948,188138,9,0,0,0,1,0.2890648263178879,True,9,0,0,0,1,0.2890648263178879,True,9,0,0,0,1,0.2890648263178879,True,9,0,0,0,1,0.2890648263178879,True,0.0,0.0,0.0
185,2,3610,36787,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0.0,0.0,0.0
186,2,2093,46532,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0.0,0.0,0.0
187,2,2823,60889,9,0,0,0,1,0.2890648263178879,True,9,0,0,0,1,0.2890648263178879,True,9,0,0,0,1,0.2890648263178879,True,9,0,0,0,1,0.2890648263178879,True,0.0,0.0,0.0
188,2,3188,89151,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0.0,0.0,0.0
189,2,3803,15603,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0.0,0.0,0.0
190,2,4952,169717,9,0,0,0,1,0.2890648263178879,True,8,0,0,0,1,0.3010299956639812,True,8,0,0,0,1,0.3010299956639812,True,9,0,0,0,1,0.2890648263178879,True,0.011965169346093318,0.0,-0.011965169346093318
191,2,1940,108292,8,0,0,0,1,0.3010299956639812,True,10,0,0,0,0,0.0,False,8,0,0,0,1,0.3010299956639812,True,8,0,0,0,1,0.3010299956639812,True,-0.3010299956639812,0.3010299956639812,0.0
192,2,6967,10106,7,0,0,0,1,0.31546487678572877,True,7,0,0,0,1,0.31546487678572877,True,1,0,1,1,1,0.6309297535714575,True,1,0,1,1,1,0.6309297535714575,True,0.0,0.31546487678572877,0.0
193,2,3419,82333,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0.0,0.0,0.0
194,2,4497,116299,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0.0,0.0,0.0
195,2,4652,5984,7,0,0,0,1,0.31546487678572877,True,5,0,0,0,1,0.3562071871080222,True,8,0,0,0,1,0.3010299956639812,True,6,0,0,0,1,0.3333333333333333,True,0.04074231032229342,-0.055177191444040985,0.03230333766935212
196,2,8,99671,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,9,0,0,0,1,0.2890648263178879,True,0,1,1,1,1,1.0,True,0.0,-0.7109351736821121,0.7109351736821121
197,2,5856,43348,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0.0,0.0,0.0
198,2,3592,107369,3,0,0,1,1,0.43067655807339306,True,3,0,0,1,1,0.43067655807339306,True,3,0,0,1,1,0.43067655807339306,True,3,0,0,1,1,0.43067655807339306,True,0.0,0.0,0.0
199,2,5088,46339,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0.0,0.0,0.0
200,2,325,77905,2,0,1,1,1,0.5,True,2,0,1,1,1,0.5,True,2,0,1,1,1,0.5,True,2,0,1,1,1,0.5,True,0.0,0.0,0.0
201,3,7272,167611,2,0,1,1,1,0.5,True,3,0,0,1,1,0.43067655807339306,True,2,0,1,1,1,0.5,True,5,0,0,0,1,0.3562071871080222,True,-0.06932344192660694,0.06932344192660694,-0.14379281289197782
202,3,5509,103067,9,0,0,0,1,0.2890648263178879,True,2,0,1,1,1,0.5,True,0,1,1,1,1,1.0,True,9,0,0,0,1,0.2890648263178879,True,0.21093517368211212,0.5,-0.7109351736821121
203,3,7334,150467,0,1,1,1,1,1.0,True,2,0,1,1,1,0.5,True,2,0,1,1,1,0.5,True,0,1,1,1,1,1.0,True,-0.5,0.0,0.5
204,3,4048,124153,1,0,1,1,1,0.6309297535714575,True,3,0,0,1,1,0.43067655807339306,True,1,0,1,1,1,0.6309297535714575,True,0,1,1,1,1,1.0,True,-0.20025319549806447,0.20025319549806447,0.36907024642854247
205,3,5604,38405,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0.0,0.0,0.0
206,3,6901,174390,6,0,0,0,1,0.3333333333333333,True,5,0,0,0,1,0.3562071871080222,True,1,0,1,1,1,0.6309297535714575,True,6,0,0,0,1,0.3333333333333333,True,0.022873853774688868,0.27472256646343535,-0.2975964202381242
207,3,5065,21852,4,0,0,1,1,0.38685280723454163,True,4,0,0,1,1,0.38685280723454163,True,4,0,0,1,1,0.38685280723454163,True,4,0,0,1,1,0.38685280723454163,True,0.0,0.0,0.0
208,3,5728,171901,1,0,1,1,1,0.6309297535714575,True,1,0,1,1,1,0.6309297535714575,True,1,0,1,1,1,0.6309297535714575,True,1,0,1,1,1,0.6309297535714575,True,0.0,0.0,0.0
209,3,563,51264,7,0,0,0,1,0.31546487678572877,True,7,0,0,0,1,0.31546487678572877,True,10,0,0,0,0,0.0,False,6,0,0,0,1,0.3333333333333333,True,0.0,-0.31546487678572877,0.3333333333333333
210,3,2084,25618,1,0,1,1,1,0.6309297535714575,True,1,0,1,1,1,0.6309297535714575,True,1,0,1,1,1,0.6309297535714575,True,1,0,1,1,1,0.6309297535714575,True,0.0,0.0,0.0
211,3,4950,156464,5,0,0,0,1,0.3562071871080222,True,6,0,0,0,1,0.3333333333333333,True,5,0,0,0,1,0.3562071871080222,True,6,0,0,0,1,0.3333333333333333,True,-0.022873853774688868,0.022873853774688868,-0.022873853774688868
212,3,2052,83250,1,0,1,1,1,0.6309297535714575,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,1,0,1,1,1,0.6309297535714575,True,0.36907024642854247,0.0,-0.36907024642854247
213,3,2022,163454,9,0,0,0,1,0.2890648263178879,True,6,0,0,0,1,0.3333333333333333,True,6,0,0,0,1,0.3333333333333333,True,8,0,0,0,1,0.3010299956639812,True,0.044268507015445435,0.0,-0.03230333766935212
214,3,484,154763,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0.0,0.0,0.0
215,3,837,113513,7,0,0,0,1,0.31546487678572877,True,8,0,0,0,1,0.3010299956639812,True,8,0,0,0,1,0.3010299956639812,True,7,0,0,0,1,0.31546487678572877,True,-0.014434881121747567,0.0,0.014434881121747567
216,3,5347,129706,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0.0,0.0,0.0
217,3,6749,105857,9,0,0,0,1,0.2890648263178879,True,7,0,0,0,1,0.31546487678572877,True,7,0,0,0,1,0.31546487678572877,True,9,0,0,0,1,0.2890648263178879,True,0.026400050467840885,0.0,-0.026400050467840885
218,3,3238,176590,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0.0,0.0,0.0
219,3,4914,135629,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0.0,0.0,0.0
220,3,5611,10364,3,0,0,1,1,0.43067655807339306,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0.5693234419266069,0.0,0.0
221,3,2496,162566,1,0,1,1,1,0.6309297535714575,True,0,1,1,1,1,1.0,True,1,0,1,1,1,0.6309297535714575,True,0,1,1,1,1,1.0,True,0.36907024642854247,-0.36907024642854247,0.36907024642854247
222,3,6971,21286,0,1,1,1,1,1.0,True,1,0,1,1,1,0.6309297535714575,True,3,0,0,1,1,0.43067655807339306,True,0,1,1,1,1,1.0,True,-0.36907024642854247,-0.20025319549806447,0.5693234419266069
223,3,2768,150095,2,0,1,1,1,0.5,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,1,0,1,1,1,0.6309297535714575,True,0.5,0.0,-0.36907024642854247
224,3,3907,66325,1,0,1,1,1,0.6309297535714575,True,9,0,0,0,1,0.2890648263178879,True,1,0,1,1,1,0.6309297535714575,True,1,0,1,1,1,0.6309297535714575,True,-0.34186492725356965,0.34186492725356965,0.0
225,3,6883,128610,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0.0,0.0,0.0
226,3,4546,163133,4,0,0,1,1,0.38685280723454163,True,0,1,1,1,1,1.0,True,10,0,0,0,0,0.0,False,0,1,1,1,1,1.0,True,0.6131471927654584,-1.0,1.0
227,3,7187,38458,3,0,0,1,1,0.43067655807339306,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,9,0,0,0,1,0.2890648263178879,True,0.5693234419266069,0.0,-0.7109351736821121
228,3,5957,122202,0,1,1,1,1,1.0,True,2,0,1,1,1,0.5,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,-0.5,0.5,0.0
229,3,3330,162904,0,1,1,1,1,1.0,True,1,0,1,1,1,0.6309297535714575,True,1,0,1,1,1,0.6309297535714575,True,3,0,0,1,1,0.43067655807339306,True,-0.36907024642854247,0.0,-0.20025319549806447
230,3,5115,139687,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0.0,0.0,0.0
231,3,525,15076,2,0,1,1,1,0.5,True,2,0,1,1,1,0.5,True,2,0,1,1,1,0.5,True,1,0,1,1,1,0.6309297535714575,True,0.0,0.0,0.13092975357145753
232,3,6159,161122,6,0,0,0,1,0.3333333333333333,True,2,0,1,1,1,0.5,True,2,0,1,1,1,0.5,True,7,0,0,0,1,0.31546487678572877,True,0.16666666666666669,0.0,-0.18453512321427123
233,3,6600,182195,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0.0,0.0,0.0
234,3,3524,27840,5,0,0,0,1,0.3562071871080222,True,5,0,0,0,1,0.3562071871080222,True,5,0,0,0,1,0.3562071871080222,True,5,0,0,0,1,0.3562071871080222,True,0.0,0.0,0.0
235,3,5670,20566,7,0,0,0,1,0.31546487678572877,True,6,0,0,0,1,0.3333333333333333,True,6,0,0,0,1,0.3333333333333333,True,6,0,0,0,1,0.3333333333333333,True,0.01786845654760455,0.0,0.0
236,3,4013,127643,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0.0,0.0,0.0
237,3,6386,173147,1,0,1,1,1,0.6309297535714575,True,1,0,1,1,1,0.6309297535714575,True,1,0,1,1,1,0.6309297535714575,True,2,0,1,1,1,0.5,True,0.0,0.0,-0.13092975357145753
238,3,3303,15189,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0.0,0.0,0.0
239,3,4877,180318,1,0,1,1,1,0.6309297535714575,True,2,0,1,1,1,0.5,True,2,0,1,1,1,0.5,True,1,0,1,1,1,0.6309297535714575,True,-0.13092975357145753,0.0,0.13092975357145753
240,3,421,74046,1,0,1,1,1,0.6309297535714575,True,1,0,1,1,1,0.6309297535714575,True,2,0,1,1,1,0.5,True,1,0,1,1,1,0.6309297535714575,True,0.0,-0.13092975357145753,0.13092975357145753
241,3,3366,69457,1,0,1,1,1,0.6309297535714575,True,0,1,1,1,1,1.0,True,1,0,1,1,1,0.6309297535714575,True,0,1,1,1,1,1.0,True,0.36907024642854247,-0.36907024642854247,0.36907024642854247
242,3,2192,127709,2,0,1,1,1,0.5,True,2,0,1,1,1,0.5,True,2,0,1,1,1,0.5,True,2,0,1,1,1,0.5,True,0.0,0.0,0.0
243,3,7133,92584,3,0,0,1,1,0.43067655807339306,True,4,0,0,1,1,0.38685280723454163,True,4,0,0,1,1,0.38685280723454163,True,4,0,0,1,1,0.38685280723454163,True,-0.04382375083885143,0.0,0.0
244,3,3333,141030,8,0,0,0,1,0.3010299956639812,True,8,0,0,0,1,0.3010299956639812,True,8,0,0,0,1,0.3010299956639812,True,8,0,0,0,1,0.3010299956639812,True,0.0,0.0,0.0
245,3,619,40338,1,0,1,1,1,0.6309297535714575,True,1,0,1,1,1,0.6309297535714575,True,1,0,1,1,1,0.6309297535714575,True,1,0,1,1,1,0.6309297535714575,True,0.0,0.0,0.0
246,3,819,41019,4,0,0,1,1,0.38685280723454163,True,1,0,1,1,1,0.6309297535714575,True,1,0,1,1,1,0.6309297535714575,True,1,0,1,1,1,0.6309297535714575,True,0.2440769463369159,0.0,0.0
247,3,3172,33190,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0.0,0.0,0.0
248,3,5981,14061,9,0,0,0,1,0.2890648263178879,True,9,0,0,0,1,0.2890648263178879,True,9,0,0,0,1,0.2890648263178879,True,9,0,0,0,1,0.2890648263178879,True,0.0,0.0,0.0
249,3,2358,78870,2,0,1,1,1,0.5,True,7,0,0,0,1,0.31546487678572877,True,1,0,1,1,1,0.6309297535714575,True,7,0,0,0,1,0.31546487678572877,True,-0.18453512321427123,0.31546487678572877,-0.31546487678572877
250,3,805,66969,7,0,0,0,1,0.31546487678572877,True,4,0,0,1,1,0.38685280723454163,True,4,0,0,1,1,0.38685280723454163,True,5,0,0,0,1,0.3562071871080222,True,0.07138793044881286,0.0,-0.030645620126519446
251,3,7178,22391,5,0,0,0,1,0.3562071871080222,True,5,0,0,0,1,0.3562071871080222,True,5,0,0,0,1,0.3562071871080222,True,4,0,0,1,1,0.38685280723454163,True,0.0,0.0,0.030645620126519446
252,3,4775,92669,2,0,1,1,1,0.5,True,2,0,1,1,1,0.5,True,0,1,1,1,1,1.0,True,2,0,1,1,1,0.5,True,0.0,0.5,-0.5
253,3,1368,144158,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0.0,0.0,0.0
254,3,3394,150514,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,1,0,1,1,1,0.6309297535714575,True,0,1,1,1,1,1.0,True,0.0,-0.36907024642854247,0.36907024642854247
255,3,2880,96718,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0.0,0.0,0.0
256,3,1976,138938,3,0,0,1,1,0.43067655807339306,True,9,0,0,0,1,0.2890648263178879,True,9,0,0,0,1,0.2890648263178879,True,9,0,0,0,1,0.2890648263178879,True,-0.14161173175550518,0.0,0.0
257,3,84,99191,7,0,0,0,1,0.31546487678572877,True,7,0,0,0,1,0.31546487678572877,True,7,0,0,0,1,0.31546487678572877,True,7,0,0,0,1,0.31546487678572877,True,0.0,0.0,0.0
258,3,3540,165218,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0.0,0.0,0.0
259,3,2882,105082,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0.0,0.0,0.0
260,3,1252,116966,6,0,0,0,1,0.3333333333333333,True,5,0,0,0,1,0.3562071871080222,True,5,0,0,0,1,0.3562071871080222,True,5,0,0,0,1,0.3562071871080222,True,0.022873853774688868,0.0,0.0
261,3,5761,20384,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0.0,0.0,0.0
262,3,659,118085,4,0,0,1,1,0.38685280723454163,True,5,0,0,0,1,0.3562071871080222,True,5,0,0,0,1,0.3562071871080222,True,4,0,0,1,1,0.38685280723454163,True,-0.030645620126519446,0.0,0.030645620126519446
263,3,5095,127971,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0.0,0.0,0.0
264,3,5293,161016,7,0,0,0,1,0.31546487678572877,True,8,0,0,0,1,0.3010299956639812,True,7,0,0,0,1,0.31546487678572877,True,7,0,0,0,1,0.31546487678572877,True,-0.014434881121747567,0.014434881121747567,0.0
265,3,6655,12262,6,0,0,0,1,0.3333333333333333,True,5,0,0,0,1,0.3562071871080222,True,5,0,0,0,1,0.3562071871080222,True,6,0,0,0,1,0.3333333333333333,True,0.022873853774688868,0.0,-0.022873853774688868
266,3,6387,153872,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0.0,0.0,0.0
267,3,3565,92504,1,0,1,1,1,0.6309297535714575,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0,1,1,1,1,1.0,True,0.36907024642854247,0.0,0.0
268,3,5234,181038,0,1,1,1,1,1.0,True,2,0,1,1,1,0.5,True,2,0,1,1,1,0.5,True,1,0,1,1,1,0.6309297535714575,True,-0.5,0.0,0.13092975357145753
